,Instant,Date,Season,Month,Hour,Holiday?,Day of Week,Workday?,Weather Situation,Temperature,Feeling Temperature,Casual Users,Registered User,Total Users,Casual_Ratio,Average_temperature,Wind Speed
15227,15228,2012-10-01,Fall,October,16,False,Monday,True,Cloudy,25.419999999999998,31.06,51,408,459,0.1111111111111111,0.6206,16.997899999999998
15228,15229,2012-10-01,Fall,October,17,False,Monday,True,Light Precipitation,22.96,26.515,65,791,856,0.07593457943925233,0.54515,16.997899999999998
15229,15230,2012-10-01,Fall,October,18,False,Monday,True,Light Precipitation,22.96,26.515,42,571,613,0.06851549755301795,0.54515,7.0015
15230,15231,2012-10-01,Fall,October,19,False,Monday,True,Cloudy,22.14,25.759999999999998,33,483,516,0.06395348837209303,0.5276000000000001,7.0015
15231,15232,2012-10-01,Fall,October,20,False,Monday,True,Light Precipitation,22.14,25.759999999999998,11,251,262,0.04198473282442748,0.5276000000000001,0.0
15232,15233,2012-10-01,Fall,October,21,False,Monday,True,Cloudy,22.14,25.759999999999998,13,205,218,0.05963302752293578,0.5276000000000001,8.9981
15233,15234,2012-10-01,Fall,October,22,False,Monday,True,Light Precipitation,22.14,25.759999999999998,17,190,207,0.0821256038647343,0.5276000000000001,6.0032
15234,15235,2012-10-01,Fall,October,23,False,Monday,True,Light Precipitation,22.14,25.759999999999998,17,88,105,0.1619047619047619,0.5276000000000001,0.0
15235,15236,2012-10-02,Fall,October,0,False,Tuesday,True,Cloudy,22.96,26.515,1,30,31,0.03225806451612903,0.54515,0.0
15236,15237,2012-10-02,Fall,October,1,False,Tuesday,True,Cloudy,22.14,25.759999999999998,0,11,11,0.0,0.5276000000000001,7.0015
15237,15238,2012-10-02,Fall,October,2,False,Tuesday,True,Cloudy,22.14,25.759999999999998,0,2,2,0.0,0.5276000000000001,7.0015
15238,15239,2012-10-02,Fall,October,3,False,Tuesday,True,Cloudy,22.14,25.759999999999998,1,4,5,0.2,0.5276000000000001,12.998
15239,15240,2012-10-02,Fall,October,4,False,Tuesday,True,Cloudy,22.96,26.515,2,8,10,0.2,0.54515,6.0032
15240,15241,2012-10-02,Fall,October,5,False,Tuesday,True,Cloudy,22.96,26.515,1,42,43,0.023255813953488372,0.54515,8.9981
15241,15242,2012-10-02,Fall,October,6,False,Tuesday,True,Light Precipitation,23.779999999999998,27.275,3,176,179,0.01675977653631285,0.56275,7.0015
15242,15243,2012-10-02,Fall,October,7,False,Tuesday,True,Light Precipitation,23.779999999999998,27.275,4,256,260,0.015384615384615385,0.56275,7.0015
15243,15244,2012-10-02,Fall,October,8,False,Tuesday,True,Light Precipitation,24.599999999999998,27.275,6,128,134,0.04477611940298507,0.57275,0.0
15244,15245,2012-10-02,Fall,October,9,False,Tuesday,True,Light Precipitation,23.779999999999998,27.275,3,83,86,0.03488372093023256,0.56275,8.9981
15245,15246,2012-10-02,Fall,October,10,False,Tuesday,True,Light Precipitation,23.779999999999998,27.275,3,42,45,0.06666666666666667,0.56275,8.9981
15246,15247,2012-10-02,Fall,October,11,False,Tuesday,True,Light Precipitation,23.779999999999998,27.275,7,92,99,0.0707070707070707,0.56275,8.9981
15247,15248,2012-10-02,Fall,October,12,False,Tuesday,True,Cloudy,24.599999999999998,27.275,6,98,104,0.057692307692307696,0.57275,12.998
15248,15249,2012-10-02,Fall,October,13,False,Tuesday,True,Cloudy,24.599999999999998,27.275,6,148,154,0.03896103896103896,0.57275,8.9981
15249,15250,2012-10-02,Fall,October,14,False,Tuesday,True,Light Precipitation,24.599999999999998,27.275,16,147,163,0.09815950920245399,0.57275,8.9981
15250,15251,2012-10-02,Fall,October,15,False,Tuesday,True,Light Precipitation,25.419999999999998,28.79,14,195,209,0.06698564593301436,0.5979,8.9981
15251,15252,2012-10-02,Fall,October,16,False,Tuesday,True,Light Precipitation,25.419999999999998,28.03,46,328,374,0.12299465240641712,0.5903,8.9981
15252,15253,2012-10-02,Fall,October,17,False,Tuesday,True,Light Precipitation,25.419999999999998,28.03,38,677,715,0.05314685314685315,0.5903,7.0015
15253,15254,2012-10-02,Fall,October,18,False,Tuesday,True,Light Precipitation,25.419999999999998,27.275,48,639,687,0.06986899563318777,0.58275,6.0032
15254,15255,2012-10-02,Fall,October,19,False,Tuesday,True,Light Precipitation,25.419999999999998,27.275,27,368,395,0.06835443037974684,0.58275,0.0
15255,15256,2012-10-02,Fall,October,20,False,Tuesday,True,Light Precipitation,25.419999999999998,27.275,20,286,306,0.06535947712418301,0.58275,8.9981
15256,15257,2012-10-02,Fall,October,21,False,Tuesday,True,Light Precipitation,25.419999999999998,27.275,24,265,289,0.08304498269896193,0.58275,7.0015
15257,15258,2012-10-02,Fall,October,22,False,Tuesday,True,Cloudy,25.419999999999998,27.275,28,212,240,0.11666666666666667,0.58275,7.0015
15258,15259,2012-10-02,Fall,October,23,False,Tuesday,True,Cloudy,25.419999999999998,27.275,11,87,98,0.11224489795918367,0.58275,0.0
15259,15260,2012-10-03,Fall,October,0,False,Wednesday,True,Light Precipitation,25.419999999999998,27.275,5,47,52,0.09615384615384616,0.58275,0.0
15260,15261,2012-10-03,Fall,October,1,False,Wednesday,True,Cloudy,25.419999999999998,27.275,3,16,19,0.15789473684210525,0.58275,0.0
15261,15262,2012-10-03,Fall,October,2,False,Wednesday,True,Cloudy,25.419999999999998,27.275,2,7,9,0.2222222222222222,0.58275,0.0
15262,15263,2012-10-03,Fall,October,3,False,Wednesday,True,Cloudy,24.599999999999998,25.759999999999998,0,7,7,0.0,0.5576,0.0
15263,15264,2012-10-03,Fall,October,4,False,Wednesday,True,Cloudy,24.599999999999998,25.0,2,9,11,0.18181818181818182,0.55,0.0
15264,15265,2012-10-03,Fall,October,5,False,Wednesday,True,Cloudy,25.419999999999998,27.275,2,32,34,0.058823529411764705,0.58275,7.0015
15265,15266,2012-10-03,Fall,October,6,False,Wednesday,True,Cloudy,24.599999999999998,25.759999999999998,4,173,177,0.022598870056497175,0.5576,8.9981
15266,15267,2012-10-03,Fall,October,7,False,Wednesday,True,Cloudy,24.599999999999998,25.759999999999998,11,504,515,0.021359223300970873,0.5576,12.998
15267,15268,2012-10-03,Fall,October,8,False,Wednesday,True,Cloudy,25.419999999999998,28.03,28,781,809,0.034610630407911,0.5903,7.0015
15268,15269,2012-10-03,Fall,October,9,False,Wednesday,True,Cloudy,25.419999999999998,28.79,30,332,362,0.08287292817679558,0.5979,12.998
15269,15270,2012-10-03,Fall,October,10,False,Wednesday,True,Sunny,27.060000000000002,30.305,29,146,175,0.1657142857142857,0.63305,11.0014
15270,15271,2012-10-03,Fall,October,11,False,Wednesday,True,Sunny,27.060000000000002,30.305,52,178,230,0.22608695652173913,0.63305,11.0014
15271,15272,2012-10-03,Fall,October,12,False,Wednesday,True,Cloudy,28.7,32.574999999999996,69,289,358,0.19273743016759776,0.67575,7.0015
15272,15273,2012-10-03,Fall,October,13,False,Wednesday,True,Cloudy,28.7,33.335,55,224,279,0.1971326164874552,0.6833499999999999,7.0015
15273,15274,2012-10-03,Fall,October,14,False,Wednesday,True,Cloudy,29.52,34.089999999999996,56,195,251,0.22310756972111553,0.7009,11.0014
15274,15275,2012-10-03,Fall,October,15,False,Wednesday,True,Cloudy,29.52,34.089999999999996,59,260,319,0.18495297805642633,0.7009,11.0014
15275,15276,2012-10-03,Fall,October,16,False,Wednesday,True,Cloudy,29.52,33.335,42,436,478,0.08786610878661087,0.6933499999999999,0.0
15276,15277,2012-10-03,Fall,October,17,False,Wednesday,True,Sunny,28.7,32.574999999999996,84,833,917,0.0916030534351145,0.67575,0.0
15277,15278,2012-10-03,Fall,October,18,False,Wednesday,True,Sunny,28.7,32.574999999999996,54,756,810,0.06666666666666667,0.67575,0.0
15278,15279,2012-10-03,Fall,October,19,False,Wednesday,True,Sunny,28.7,32.574999999999996,49,544,593,0.08263069139966273,0.67575,0.0
15279,15280,2012-10-03,Fall,October,20,False,Wednesday,True,Sunny,28.7,32.574999999999996,48,449,497,0.096579476861167,0.67575,0.0
15280,15281,2012-10-03,Fall,October,21,False,Wednesday,True,Cloudy,27.060000000000002,31.06,14,195,209,0.06698564593301436,0.6406000000000001,0.0
15281,15282,2012-10-03,Fall,October,22,False,Wednesday,True,Sunny,27.060000000000002,31.06,9,232,241,0.03734439834024896,0.6406000000000001,0.0
15282,15283,2012-10-03,Fall,October,23,False,Wednesday,True,Cloudy,27.060000000000002,30.305,21,199,220,0.09545454545454546,0.63305,0.0
15283,15284,2012-10-04,Fall,October,0,False,Thursday,True,Light Precipitation,26.240000000000002,28.79,11,65,76,0.14473684210526316,0.6079,0.0
15284,15285,2012-10-04,Fall,October,1,False,Thursday,True,Cloudy,25.419999999999998,27.275,2,23,25,0.08,0.58275,0.0
15285,15286,2012-10-04,Fall,October,2,False,Thursday,True,Sunny,26.240000000000002,28.79,3,10,13,0.23076923076923078,0.6079,0.0
15286,15287,2012-10-04,Fall,October,3,False,Thursday,True,Cloudy,25.419999999999998,28.03,5,6,11,0.45454545454545453,0.5903,0.0
15287,15288,2012-10-04,Fall,October,4,False,Thursday,True,Cloudy,26.240000000000002,28.79,0,10,10,0.0,0.6079,0.0
15288,15289,2012-10-04,Fall,October,5,False,Thursday,True,Light Precipitation,26.240000000000002,28.79,2,37,39,0.05128205128205128,0.6079,7.0015
15289,15290,2012-10-04,Fall,October,6,False,Thursday,True,Light Precipitation,25.419999999999998,27.275,1,132,133,0.007518796992481203,0.58275,6.0032
15290,15291,2012-10-04,Fall,October,7,False,Thursday,True,Cloudy,26.240000000000002,28.79,12,379,391,0.030690537084398978,0.6079,6.0032
15291,15292,2012-10-04,Fall,October,8,False,Thursday,True,Sunny,26.240000000000002,28.79,27,711,738,0.036585365853658534,0.6079,0.0
15292,15293,2012-10-04,Fall,October,9,False,Thursday,True,Cloudy,26.240000000000002,28.79,40,319,359,0.11142061281337047,0.6079,12.998
15293,15294,2012-10-04,Fall,October,10,False,Thursday,True,Cloudy,27.060000000000002,30.305,27,150,177,0.15254237288135594,0.63305,8.9981
15294,15295,2012-10-04,Fall,October,11,False,Thursday,True,Cloudy,28.7,32.574999999999996,38,176,214,0.17757009345794392,0.67575,7.0015
15295,15296,2012-10-04,Fall,October,12,False,Thursday,True,Cloudy,29.52,33.335,57,231,288,0.19791666666666666,0.6933499999999999,12.998
15296,15297,2012-10-04,Fall,October,13,False,Thursday,True,Cloudy,29.52,33.335,63,231,294,0.21428571428571427,0.6933499999999999,22.0028
15297,15298,2012-10-04,Fall,October,14,False,Thursday,True,Sunny,28.7,32.574999999999996,56,211,267,0.20973782771535582,0.67575,16.997899999999998
15298,15299,2012-10-04,Fall,October,15,False,Thursday,True,Sunny,29.52,33.335,77,248,325,0.23692307692307693,0.6933499999999999,19.0012
15299,15300,2012-10-04,Fall,October,16,False,Thursday,True,Sunny,28.7,32.574999999999996,86,411,497,0.17303822937625754,0.67575,19.0012
15300,15301,2012-10-04,Fall,October,17,False,Thursday,True,Sunny,28.7,32.574999999999996,112,789,901,0.12430632630410655,0.67575,15.001299999999999
15301,15302,2012-10-04,Fall,October,18,False,Thursday,True,Sunny,27.060000000000002,31.06,75,812,887,0.08455467869222097,0.6406000000000001,7.0015
15302,15303,2012-10-04,Fall,October,19,False,Thursday,True,Sunny,27.060000000000002,31.06,67,467,534,0.1254681647940075,0.6406000000000001,7.0015
15303,15304,2012-10-04,Fall,October,20,False,Thursday,True,Sunny,26.240000000000002,30.305,50,391,441,0.11337868480725624,0.62305,7.0015
15304,15305,2012-10-04,Fall,October,21,False,Thursday,True,Sunny,25.419999999999998,30.305,33,288,321,0.102803738317757,0.61305,0.0
15305,15306,2012-10-04,Fall,October,22,False,Thursday,True,Sunny,26.240000000000002,31.06,29,203,232,0.125,0.6306,8.9981
15306,15307,2012-10-04,Fall,October,23,False,Thursday,True,Sunny,24.599999999999998,31.06,18,137,155,0.11612903225806452,0.6106,6.0032
15307,15308,2012-10-05,Fall,October,0,False,Friday,True,Sunny,22.96,26.515,16,86,102,0.1568627450980392,0.54515,0.0
15308,15309,2012-10-05,Fall,October,1,False,Friday,True,Sunny,22.14,25.759999999999998,3,43,46,0.06521739130434782,0.5276000000000001,7.0015
15309,15310,2012-10-05,Fall,October,2,False,Friday,True,Sunny,22.14,25.759999999999998,1,10,11,0.09090909090909091,0.5276000000000001,6.0032
15310,15311,2012-10-05,Fall,October,3,False,Friday,True,Sunny,22.14,25.759999999999998,5,11,16,0.3125,0.5276000000000001,0.0
15311,15312,2012-10-05,Fall,October,4,False,Friday,True,Sunny,22.14,25.759999999999998,0,11,11,0.0,0.5276000000000001,0.0
15312,15313,2012-10-05,Fall,October,5,False,Friday,True,Sunny,21.32,25.0,0,41,41,0.0,0.51,0.0
15313,15314,2012-10-05,Fall,October,6,False,Friday,True,Sunny,21.32,25.0,4,133,137,0.029197080291970802,0.51,0.0
15314,15315,2012-10-05,Fall,October,7,False,Friday,True,Sunny,21.32,25.0,11,417,428,0.02570093457943925,0.51,7.0015
15315,15316,2012-10-05,Fall,October,8,False,Friday,True,Sunny,23.779999999999998,27.275,36,749,785,0.045859872611464965,0.56275,0.0
15316,15317,2012-10-05,Fall,October,9,False,Friday,True,Sunny,24.599999999999998,30.305,58,326,384,0.15104166666666666,0.60305,6.0032
15317,15318,2012-10-05,Fall,October,10,False,Friday,True,Sunny,27.060000000000002,31.06,68,192,260,0.26153846153846155,0.6406000000000001,0.0
15318,15319,2012-10-05,Fall,October,11,False,Friday,True,Sunny,28.7,32.574999999999996,90,214,304,0.29605263157894735,0.67575,12.998
15319,15320,2012-10-05,Fall,October,12,False,Friday,True,Sunny,29.52,32.574999999999996,161,307,468,0.344017094017094,0.68575,11.0014
15320,15321,2012-10-05,Fall,October,13,False,Friday,True,Sunny,28.7,32.574999999999996,117,307,424,0.2759433962264151,0.67575,0.0
15321,15322,2012-10-05,Fall,October,14,False,Friday,True,Sunny,30.34,32.574999999999996,113,287,400,0.2825,0.69575,15.001299999999999
15322,15323,2012-10-05,Fall,October,15,False,Friday,True,Sunny,29.52,32.574999999999996,150,320,470,0.3191489361702128,0.68575,16.997899999999998
15323,15324,2012-10-05,Fall,October,16,False,Friday,True,Sunny,29.52,32.574999999999996,153,481,634,0.24132492113564669,0.68575,0.0
15324,15325,2012-10-05,Fall,October,17,False,Friday,True,Sunny,28.7,31.819999999999997,158,742,900,0.17555555555555555,0.6681999999999999,11.0014
15325,15326,2012-10-05,Fall,October,18,False,Friday,True,Sunny,26.240000000000002,31.06,106,655,761,0.1392904073587385,0.6306,8.9981
15326,15327,2012-10-05,Fall,October,19,False,Friday,True,Sunny,25.419999999999998,29.544999999999998,67,433,500,0.134,0.60545,11.0014
15327,15328,2012-10-05,Fall,October,20,False,Friday,True,Sunny,24.599999999999998,28.79,66,306,372,0.1774193548387097,0.5879,8.9981
15328,15329,2012-10-05,Fall,October,21,False,Friday,True,Sunny,24.599999999999998,29.544999999999998,47,220,267,0.1760299625468165,0.59545,15.001299999999999
15329,15330,2012-10-05,Fall,October,22,False,Friday,True,Sunny,24.599999999999998,29.544999999999998,63,201,264,0.23863636363636365,0.59545,19.0012
15330,15331,2012-10-05,Fall,October,23,False,Friday,True,Sunny,23.779999999999998,27.275,23,148,171,0.13450292397660818,0.56275,15.001299999999999
15331,15332,2012-10-06,Fall,October,0,False,Saturday,False,Sunny,22.96,26.515,37,154,191,0.193717277486911,0.54515,11.0014
15332,15333,2012-10-06,Fall,October,1,False,Saturday,False,Sunny,22.96,26.515,25,116,141,0.1773049645390071,0.54515,16.997899999999998
15333,15334,2012-10-06,Fall,October,2,False,Saturday,False,Sunny,22.96,26.515,13,62,75,0.17333333333333334,0.54515,12.998
15334,15335,2012-10-06,Fall,October,3,False,Saturday,False,Sunny,22.14,25.759999999999998,2,54,56,0.03571428571428571,0.5276000000000001,15.001299999999999
15335,15336,2012-10-06,Fall,October,4,False,Saturday,False,Sunny,22.14,25.759999999999998,4,7,11,0.36363636363636365,0.5276000000000001,16.997899999999998
15336,15337,2012-10-06,Fall,October,5,False,Saturday,False,Sunny,22.14,25.759999999999998,2,8,10,0.2,0.5276000000000001,12.998
15337,15338,2012-10-06,Fall,October,6,False,Saturday,False,Sunny,22.14,25.759999999999998,2,28,30,0.06666666666666667,0.5276000000000001,16.997899999999998
15338,15339,2012-10-06,Fall,October,7,False,Saturday,False,Sunny,22.14,25.759999999999998,13,71,84,0.15476190476190477,0.5276000000000001,19.999499999999998
15339,15340,2012-10-06,Fall,October,8,False,Saturday,False,Sunny,22.96,26.515,22,184,206,0.10679611650485436,0.54515,12.998
15340,15341,2012-10-06,Fall,October,9,False,Saturday,False,Sunny,24.599999999999998,29.544999999999998,130,265,395,0.3291139240506329,0.59545,12.998
15341,15342,2012-10-06,Fall,October,10,False,Saturday,False,Sunny,25.419999999999998,30.305,198,341,539,0.3673469387755102,0.61305,19.0012
15342,15343,2012-10-06,Fall,October,11,False,Saturday,False,Sunny,26.240000000000002,30.305,258,389,647,0.3987635239567233,0.62305,16.997899999999998
15343,15344,2012-10-06,Fall,October,12,False,Saturday,False,Sunny,28.7,32.574999999999996,362,381,743,0.48721399730820997,0.67575,7.0015
15344,15345,2012-10-06,Fall,October,13,False,Saturday,False,Cloudy,26.240000000000002,31.06,310,400,710,0.43661971830985913,0.6306,35.0008
15345,15346,2012-10-06,Fall,October,14,False,Saturday,False,Cloudy,24.599999999999998,31.06,269,307,576,0.4670138888888889,0.6106,27.999299999999998
15346,15347,2012-10-06,Fall,October,15,False,Saturday,False,Sunny,24.599999999999998,31.06,279,341,620,0.45,0.6106,27.999299999999998
15347,15348,2012-10-06,Fall,October,16,False,Saturday,False,Sunny,24.599999999999998,31.06,317,342,659,0.48103186646433993,0.6106,35.0008
15348,15349,2012-10-06,Fall,October,17,False,Saturday,False,Sunny,22.14,25.759999999999998,268,342,610,0.43934426229508194,0.5276000000000001,26.0027
15349,15350,2012-10-06,Fall,October,18,False,Saturday,False,Sunny,21.32,25.0,183,312,495,0.3696969696969697,0.51,27.999299999999998
15350,15351,2012-10-06,Fall,October,19,False,Saturday,False,Sunny,19.68,23.485,102,239,341,0.2991202346041056,0.47485,15.001299999999999
15351,15352,2012-10-06,Fall,October,20,False,Saturday,False,Sunny,19.68,23.485,75,172,247,0.30364372469635625,0.47485,16.997899999999998
15352,15353,2012-10-06,Fall,October,21,False,Saturday,False,Sunny,18.86,22.725,78,137,215,0.3627906976744186,0.45725000000000005,8.9981
15353,15354,2012-10-06,Fall,October,22,False,Saturday,False,Sunny,18.04,21.97,45,140,185,0.24324324324324326,0.4397,8.9981
15354,15355,2012-10-06,Fall,October,23,False,Saturday,False,Sunny,18.04,21.97,37,142,179,0.20670391061452514,0.4397,8.9981
15355,15356,2012-10-07,Fall,October,0,False,Sunday,False,Sunny,18.04,21.97,28,99,127,0.2204724409448819,0.4397,11.0014
15356,15357,2012-10-07,Fall,October,1,False,Sunday,False,Sunny,18.04,21.97,29,80,109,0.26605504587155965,0.4397,15.001299999999999
15357,15358,2012-10-07,Fall,October,2,False,Sunday,False,Sunny,17.22,21.21,10,64,74,0.13513513513513514,0.42210000000000003,8.9981
15358,15359,2012-10-07,Fall,October,3,False,Sunday,False,Cloudy,18.04,21.97,5,17,22,0.22727272727272727,0.4397,8.9981
15359,15360,2012-10-07,Fall,October,4,False,Sunday,False,Cloudy,18.04,21.97,5,6,11,0.45454545454545453,0.4397,16.997899999999998
15360,15361,2012-10-07,Fall,October,5,False,Sunday,False,Cloudy,18.04,21.97,2,8,10,0.2,0.4397,8.9981
15361,15362,2012-10-07,Fall,October,6,False,Sunday,False,Cloudy,18.04,21.97,4,19,23,0.17391304347826086,0.4397,12.998
15362,15363,2012-10-07,Fall,October,7,False,Sunday,False,Light Precipitation,17.22,21.21,6,29,35,0.17142857142857143,0.42210000000000003,11.0014
15363,15364,2012-10-07,Fall,October,8,False,Sunday,False,Light Precipitation,17.22,21.21,11,51,62,0.1774193548387097,0.42210000000000003,8.9981
15364,15365,2012-10-07,Fall,October,9,False,Sunday,False,Light Precipitation,16.400000000000002,20.455000000000002,16,70,86,0.18604651162790697,0.40455,8.9981
15365,15366,2012-10-07,Fall,October,10,False,Sunday,False,Cloudy,17.22,21.21,41,144,185,0.22162162162162163,0.42210000000000003,12.998
15366,15367,2012-10-07,Fall,October,11,False,Sunday,False,Cloudy,17.22,21.21,76,260,336,0.2261904761904762,0.42210000000000003,7.0015
15367,15368,2012-10-07,Fall,October,12,False,Sunday,False,Cloudy,17.22,21.21,100,292,392,0.25510204081632654,0.42210000000000003,0.0
15368,15369,2012-10-07,Fall,October,13,False,Sunday,False,Cloudy,18.04,21.97,80,240,320,0.25,0.4397,6.0032
15369,15370,2012-10-07,Fall,October,14,False,Sunday,False,Cloudy,18.04,21.97,71,243,314,0.22611464968152867,0.4397,0.0
15370,15371,2012-10-07,Fall,October,15,False,Sunday,False,Light Precipitation,17.22,21.21,74,232,306,0.24183006535947713,0.42210000000000003,8.9981
15371,15372,2012-10-07,Fall,October,16,False,Sunday,False,Light Precipitation,16.400000000000002,20.455000000000002,87,246,333,0.26126126126126126,0.40455,11.0014
15372,15373,2012-10-07,Fall,October,17,False,Sunday,False,Light Precipitation,16.400000000000002,20.455000000000002,35,122,157,0.2229299363057325,0.40455,15.001299999999999
15373,15374,2012-10-07,Fall,October,18,False,Sunday,False,Light Precipitation,16.400000000000002,20.455000000000002,24,82,106,0.22641509433962265,0.40455,12.998
15374,15375,2012-10-07,Fall,October,19,False,Sunday,False,Cloudy,16.400000000000002,20.455000000000002,17,97,114,0.14912280701754385,0.40455,7.0015
15375,15376,2012-10-07,Fall,October,20,False,Sunday,False,Sunny,16.400000000000002,20.455000000000002,19,97,116,0.16379310344827586,0.40455,8.9981
15376,15377,2012-10-07,Fall,October,21,False,Sunday,False,Sunny,15.58,19.695,22,91,113,0.19469026548672566,0.38695,7.0015
15377,15378,2012-10-07,Fall,October,22,False,Sunday,False,Sunny,15.58,19.695,7,72,79,0.08860759493670886,0.38695,8.9981
15378,15379,2012-10-07,Fall,October,23,False,Sunday,False,Sunny,14.76,17.424999999999997,12,68,80,0.15,0.35424999999999995,8.9981
15379,15380,2012-10-08,Fall,October,0,True,Monday,False,Sunny,15.58,19.695,7,44,51,0.13725490196078433,0.38695,19.0012
15380,15381,2012-10-08,Fall,October,1,True,Monday,False,Sunny,13.940000000000001,16.665,2,35,37,0.05405405405405406,0.33665,11.0014
15381,15382,2012-10-08,Fall,October,2,True,Monday,False,Sunny,13.940000000000001,16.665,3,12,15,0.2,0.33665,12.998
15382,15383,2012-10-08,Fall,October,3,True,Monday,False,Sunny,13.940000000000001,17.424999999999997,2,8,10,0.2,0.34425,7.0015
15383,15384,2012-10-08,Fall,October,4,True,Monday,False,Sunny,13.120000000000001,16.665,1,6,7,0.14285714285714285,0.32665,8.9981
15384,15385,2012-10-08,Fall,October,5,True,Monday,False,Sunny,13.940000000000001,15.909999999999998,2,17,19,0.10526315789473684,0.3291,15.001299999999999
15385,15386,2012-10-08,Fall,October,6,True,Monday,False,Sunny,13.940000000000001,17.424999999999997,5,54,59,0.0847457627118644,0.34425,7.0015
15386,15387,2012-10-08,Fall,October,7,True,Monday,False,Cloudy,13.940000000000001,16.665,3,151,154,0.01948051948051948,0.33665,11.0014
15387,15388,2012-10-08,Fall,October,8,True,Monday,False,Cloudy,14.76,17.424999999999997,23,374,397,0.05793450881612091,0.35424999999999995,15.001299999999999
15388,15389,2012-10-08,Fall,October,9,True,Monday,False,Cloudy,15.58,19.695,59,273,332,0.17771084337349397,0.38695,11.0014
15389,15390,2012-10-08,Fall,October,10,True,Monday,False,Cloudy,15.58,19.695,69,229,298,0.23154362416107382,0.38695,8.9981
15390,15391,2012-10-08,Fall,October,11,True,Monday,False,Cloudy,16.400000000000002,20.455000000000002,72,236,308,0.23376623376623376,0.40455,6.0032
15391,15392,2012-10-08,Fall,October,12,True,Monday,False,Cloudy,17.22,21.21,74,267,341,0.21700879765395895,0.42210000000000003,11.0014
15392,15393,2012-10-08,Fall,October,13,True,Monday,False,Cloudy,17.22,21.21,82,323,405,0.20246913580246914,0.42210000000000003,12.998
15393,15394,2012-10-08,Fall,October,14,True,Monday,False,Cloudy,17.22,21.21,121,299,420,0.28809523809523807,0.42210000000000003,7.0015
15394,15395,2012-10-08,Fall,October,15,True,Monday,False,Light Precipitation,17.22,21.21,76,294,370,0.20540540540540542,0.42210000000000003,12.998
15395,15396,2012-10-08,Fall,October,16,True,Monday,False,Light Precipitation,17.22,21.21,61,316,377,0.16180371352785147,0.42210000000000003,12.998
15396,15397,2012-10-08,Fall,October,17,True,Monday,False,Cloudy,17.22,21.21,81,416,497,0.16297786720321933,0.42210000000000003,16.997899999999998
15397,15398,2012-10-08,Fall,October,18,True,Monday,False,Cloudy,17.22,21.21,41,415,456,0.08991228070175439,0.42210000000000003,19.0012
15398,15399,2012-10-08,Fall,October,19,True,Monday,False,Cloudy,16.400000000000002,20.455000000000002,38,333,371,0.10242587601078167,0.40455,16.997899999999998
15399,15400,2012-10-08,Fall,October,20,True,Monday,False,Light Precipitation,16.400000000000002,20.455000000000002,20,207,227,0.0881057268722467,0.40455,15.001299999999999
15400,15401,2012-10-08,Fall,October,21,True,Monday,False,Cloudy,16.400000000000002,20.455000000000002,17,134,151,0.11258278145695365,0.40455,15.001299999999999
15401,15402,2012-10-08,Fall,October,22,True,Monday,False,Light Precipitation,16.400000000000002,20.455000000000002,6,101,107,0.056074766355140186,0.40455,16.997899999999998
15402,15403,2012-10-08,Fall,October,23,True,Monday,False,Cloudy,16.400000000000002,20.455000000000002,9,60,69,0.13043478260869565,0.40455,15.001299999999999
15403,15404,2012-10-09,Fall,October,0,False,Tuesday,True,Cloudy,15.58,19.695,9,22,31,0.2903225806451613,0.38695,15.001299999999999
15404,15405,2012-10-09,Fall,October,1,False,Tuesday,True,Light Precipitation,14.76,17.424999999999997,0,13,13,0.0,0.35424999999999995,15.001299999999999
15405,15406,2012-10-09,Fall,October,2,False,Tuesday,True,Light Precipitation,14.76,16.665,2,5,7,0.2857142857142857,0.34665,16.997899999999998
15406,15407,2012-10-09,Fall,October,3,False,Tuesday,True,Light Precipitation,14.76,16.665,0,3,3,0.0,0.34665,19.0012
15407,15408,2012-10-09,Fall,October,4,False,Tuesday,True,Light Precipitation,14.76,17.424999999999997,1,6,7,0.14285714285714285,0.35424999999999995,11.0014
15408,15409,2012-10-09,Fall,October,5,False,Tuesday,True,Cloudy,15.58,19.695,0,19,19,0.0,0.38695,12.998
15409,15410,2012-10-09,Fall,October,6,False,Tuesday,True,Cloudy,15.58,19.695,2,141,143,0.013986013986013986,0.38695,16.997899999999998
15410,15411,2012-10-09,Fall,October,7,False,Tuesday,True,Sunny,15.58,19.695,5,357,362,0.013812154696132596,0.38695,16.997899999999998
15411,15412,2012-10-09,Fall,October,8,False,Tuesday,True,Cloudy,17.22,21.21,15,698,713,0.021037868162692847,0.42210000000000003,12.998
15412,15413,2012-10-09,Fall,October,9,False,Tuesday,True,Cloudy,17.22,21.21,37,345,382,0.0968586387434555,0.42210000000000003,15.001299999999999
15413,15414,2012-10-09,Fall,October,10,False,Tuesday,True,Cloudy,18.04,21.97,33,131,164,0.20121951219512196,0.4397,15.001299999999999
15414,15415,2012-10-09,Fall,October,11,False,Tuesday,True,Cloudy,19.68,23.485,37,156,193,0.19170984455958548,0.47485,12.998
15415,15416,2012-10-09,Fall,October,12,False,Tuesday,True,Cloudy,19.68,23.485,43,217,260,0.16538461538461538,0.47485,12.998
15416,15417,2012-10-09,Fall,October,13,False,Tuesday,True,Cloudy,20.5,24.240000000000002,54,184,238,0.226890756302521,0.4924,8.9981
